video_id,subject,action,start,end,confidence,camera
0107-R,107,34,1538,1561,2,3
0107-R,107,51,1898,2022,1,3
0107-R,107,30,2322,2602,2,3
0107-R,107,28,2821,2898,2,3
0107-R,107,35,2972,3076,2,3
0107-R,107,46,3216,3358,2,3
0107-R,107,25,3477,3564,2,3
0107-R,107,19,3585,3726,2,3
0107-R,107,1,3733,3785,2,3
0107-R,107,8,3946,4039,2,3
0107-R,107,3,4262,4389,2,3
0107-R,107,2,4554,4706,2,3
0107-R,107,47,4914,5111,2,3
0107-R,107,10,5448,5691,2,3
0108-M,108,50,239,410,2,2
0108-M,108,38,588,614,2,2
0108-M,108,23,755,908,2,2
0108-M,108,39,1046,1159,2,2
0108-M,108,20,1308,1639,2,2
0108-M,108,29,1743,1802,2,2
0108-M,108,6,1925,2054,2,2
0108-M,108,4,2155,2231,2,2
0108-M,108,40,2376,2586,1,2
0108-M,108,9,2872,2913,2,2
0108-M,108,41,3019,3077,2,2
0108-M,108,45,3200,3377,1,2
0108-M,108,31,3425,3549,2,2
0108-M,108,15,3629,3733,2,2
0108-M,108,13,3851,3926,2,2
0108-M,108,45,4015,4145,2,2
0108-M,108,43,4239,4341,2,2
0108-M,108,11,4459,4490,2,2
0108-M,108,7,4701,4789,2,2
0108-M,108,22,4900,4970,2,2
0108-M,108,44,5073,5171,2,2
0108-M,108,17,5250,5378,2,2
0108-M,108,5,5472,5529,2,2
0108-R,108,50,239,420,2,3
0108-R,108,38,568,622,2,3
0108-R,108,23,767,916,2,3
0108-R,108,39,1061,1175,2,3
0108-R,108,20,1319,1653,2,3
0108-R,108,29,1767,1822,2,3
0108-R,108,6,1941,2065,2,3
0108-R,108,4,2173,2254,2,3
0108-R,108,40,2419,2692,1,3
0108-R,108,9,2916,2957,2,3
0108-R,108,41,3068,3132,2,3
0108-R,108,45,3250,3427,1,3
0108-R,108,31,3475,3598,2,3
0108-R,108,15,3629,3813,2,3
0108-R,108,13,3911,4016,2,3
0108-R,108,45,4107,4230,2,3
0108-R,108,43,4332,4439,2,3
0108-R,108,11,4548,4586,2,3
0108-R,108,7,4789,4892,2,3
0108-R,108,22,4980,5070,2,3
0108-R,108,44,5176,5271,2,3
0108-R,108,17,5334,5470,2,3
0108-R,108,5,5532,5599,2,3
0109-M,109,50,72,202,2,2
0109-M,109,3,344,480,2,2
0109-M,109,2,643,833,2,2
0109-M,109,48,915,1050,2,2
0109-M,109,47,1245,1453,2,2
0109-M,109,37,1569,1713,2,2
0109-M,109,25,1814,1904,2,2
0109-M,109,33,2057,2084,2,2
0109-M,109,34,2150,2177,2,2
0109-M,109,6,2279,2427,2,2
0109-M,109,7,2530,2615,2,2
0109-M,109,13,2711,2846,2,2
0109-M,109,17,2910,3070,2,2
0109-M,109,36,3173,3237,2,2
0109-M,109,49,3345,3418,2,2
0109-M,109,30,3643,3828,2,2
0109-M,109,51,3954,4037,1,2
0109-M,109,46,4241,4362,2,2
0109-M,109,40,4549,4727,2,2
0109-M,109,28,4940,5011,2,2
0109-M,109,35,5126,5211,2,2
0109-M,109,1,5370,5422,2,2
0109-M,109,5,5862,5907,2,2
0109-R,109,50,72,212,2,3
0109-R,109,3,346,485,2,3
0109-R,109,2,651,823,2,3
0109-R,109,48,917,1069,2,3
0109-R,109,47,1257,1460,2,3
0109-R,109,37,1575,1683,2,3
0109-R,109,25,1814,1914,2,3
0109-R,109,33,2042,2075,2,3
0109-R,109,34,2136,2163,2,3
0109-R,109,6,2266,2401,2,3
0109-R,109,7,2516,2596,2,3
0109-R,109,13,2711,2846,2,3
0109-R,109,17,2910,3070,2,3
0109-R,109,36,3160,3220,2,3
0109-R,109,49,3331,3399,2,3
0109-R,109,30,3629,3809,2,3
0109-R,109,51,3925,4005,1,3
0109-R,109,46,4225,4343,2,3
0109-R,109,40,4529,4707,2,3
0109-R,109,28,4916,4987,2,3
0109-R,109,35,5109,5189,2,3
0109-R,109,1,5346,5401,2,3
0109-R,109,5,5715,5829,2,3
0110-M,110,32,150,252,2,2
0110-M,110,4,367,463,2,2
0110-M,110,31,554,678,2,2
0110-M,110,38,866,911,2,2
0110-M,110,20,1064,1302,2,2
0110-M,110,39,1390,1497,2,2
0110-M,110,23,1599,1751,2,2
0110-M,110,29,1908,1954,2,2
0110-M,110,9,2222,2243,2,2
0110-M,110,19,2448,2517,2,2
0110-M,110,22,2620,2737,2,2
0110-M,110,41,2945,3006,2,2
0110-M,110,8,3207,3280,2,2
0110-M,110,10,3491,3726,2,2
0110-M,110,44,3969,4085,2,2
0110-M,110,11,4187,4218,2,2
0110-M,110,15,4439,4530,2,2
0110-M,110,45,4638,4739,2,2
0110-M,110,42,4883,5026,1,2
0110-M,110,43,5265,5363,2,2
0110-R,110,32,152,256,2,3
0110-R,110,4,371,469,2,3
0110-R,110,31,562,680,2,3
0110-R,110,38,876,920,2,3
0110-R,110,20,1071,1316,2,3
0110-R,110,39,1400,1501,2,3
0110-R,110,23,1627,1781,2,3
0110-R,110,29,1944,1988,2,3
0110-R,110,9,2273,2298,2,3
0110-R,110,19,2498,2597,2,3
0110-R,110,22,2752,2797,2,3
0110-R,110,41,3038,3096,2,3
0110-R,110,8,3308,3383,2,3
0110-R,110,10,3603,3855,2,3
0110-R,110,44,4126,4240,2,3
0110-R,110,11,4360,4400,2,3
0110-R,110,15,4559,4710,2,3
0110-R,110,45,4817,4921,2,3
0110-R,110,42,5082,5222,1,3
0110-R,110,43,5469,5576,2,3
0111-M,111,1,103,153,2,2
0111-M,111,2,280,423,2,2
0111-M,111,50,550,714,2,2
0111-M,111,3,854,1084,2,2
0111-M,111,4,1159,1247,2,2
0111-M,111,8,1383,1521,2,2
0111-M,111,38,1656,1680,2,2
0111-M,111,23,1850,2014,1,2
0111-M,111,20,2043,2202,2,2
0111-M,111,29,2340,2390,2,2
0111-M,111,22,2516,2616,2,2
0111-M,111,40,2763,2983,2,2
0111-M,111,41,3127,3192,2,2
0111-M,111,10,3355,3571,2,2
0111-M,111,33,3685,3749,2,2
0111-M,111,34,3871,3911,2,2
0111-M,111,48,4062,4221,2,2
0111-M,111,28,4387,4486,2,2
0111-M,111,9,4710,4745,2,2
0111-M,111,7,4913,5016,2,2
0111-M,111,11,5098,5140,2,2
0111-M,111,19,5289,5372,2,2
0111-M,111,47,5479,5661,2,2
0111-M,111,37,5781,5873,2,2
0111-R,111,1,109,157,2,3
0111-R,111,2,306,472,2,3
0111-R,111,50,600,804,2,3
0111-R,111,3,954,1220,2,3
0111-R,111,4,1308,1406,2,3
0111-R,111,8,1564,1720,2,3
0111-R,111,38,1840,1910,2,3
0111-R,111,23,2092,2280,1,3
0111-R,111,20,2311,2504,2,3
0111-R,111,29,2669,2715,2,3
0111-R,111,22,2866,2916,2,3
0111-R,111,40,3122,3346,2,3
0111-R,111,41,3497,3555,2,3
0111-R,111,10,3731,3950,2,3
0111-R,111,33,4069,4123,2,3
0111-R,111,34,4261,4288,2,3
0111-R,111,48,4430,4606,2,3
0111-R,111,28,4766,4860,2,3
0111-R,111,9,5093,5130,2,3
0111-R,111,7,5294,5398,2,3
0111-R,111,11,5493,5520,2,3
0111-R,111,19,5670,5756,2,3
0111-R,111,47,5868,6050,2,3
0111-R,111,37,6170,6333,2,3
0112-M,112,30,166,422,2,2
0112-M,112,51,583,747,2,2
0112-M,112,38,969,1004,2,2
0112-M,112,20,1230,1439,2,2
0112-M,112,39,1558,1637,2,2
0112-M,112,29,1764,1793,2,2
0112-M,112,25,1917,2041,2,2
0112-M,112,46,2200,2350,2,2
0112-M,112,42,2497,2654,2,2
0112-M,112,43,2723,2917,2,2
0112-M,112,44,3036,3174,2,2
0112-M,112,36,3238,3294,2,2
0112-M,112,49,3425,3510,2,2
0112-M,112,8,3640,3819,2,2
0112-M,112,45,3901,4044,2,2
0112-M,112,31,4180,4319,2,2
0112-M,112,15,4640,4715,2,2
0112-M,112,5,4808,4884,2,2
0112-M,112,6,4998,5094,2,2
0112-M,112,13,5192,5273,2,2
0112-M,112,32,5347,5441,2,2
0112-R,112,30,181,430,2,3
0112-R,112,51,624,766,2,3
0112-R,112,38,990,1034,2,3
0112-R,112,20,1282,1480,2,3
0112-R,112,39,1610,1697,2,3
0112-R,112,29,1825,1882,2,3
0112-R,112,25,1963,2125,2,3
0112-R,112,46,2274,2431,2,3
0112-R,112,42,2583,2722,2,3
0112-R,112,43,2817,3024,2,3
0112-R,112,44,3140,3284,2,3
0112-R,112,36,3350,3426,2,3
0112-R,112,49,3545,3627,2,3
0112-R,112,8,3763,3954,2,3
0112-R,112,45,4039,4197,2,3
0112-R,112,31,4334,4468,2,3
0112-R,112,15,4579,4721,2,3
0112-R,112,5,4990,5066,2,3
0112-R,112,6,5184,5277,2,3
0112-R,112,13,5343,5483,2,3
0112-R,112,32,5544,5637,2,3
0113-M,113,4,78,236,2,2
0113-M,113,8,352,460,2,2
0113-M,113,38,652,698,2,2
0113-M,113,23,872,1050,2,2
0113-M,113,29,1185,1221,2,2
0113-M,113,4,1371,1453,2,2
0113-M,113,22,1600,1680,2,2
0113-M,113,40,1903,2014,2,2
0113-M,113,9,2023,2058,2,2
0113-M,113,41,2174,2234,2,2
0113-M,113,33,2370,2419,2,2
0113-M,113,34,2545,2577,2,2
0113-M,113,1,2696,2743,2,2
0113-M,113,2,2910,3066,2,2
0113-M,113,44,3181,3279,2,2
0113-M,113,28,3515,3590,2,2
0113-M,113,36,3685,3785,2,2
0113-M,113,49,3830,3935,2,2
0113-M,113,8,4038,4141,2,2
0113-M,113,45,4310,4447,2,2
0113-M,113,3,4598,4831,2,2
0113-M,113,19,4930,5048,2,2
0113-M,113,35,5174,5263,2,2
0113-M,113,51,5494,5582,2,2
0113-M,113,4,5740,5838,2,2
0113-M,113,46,6030,6103,2,2
0113-R,113,4,135,237,2,3
0113-R,113,8,360,469,2,3
0113-R,113,38,672,728,2,3
0113-R,113,23,897,1044,2,3
0113-R,113,29,1216,1284,2,3
0113-R,113,4,1412,1495,2,3
0113-R,113,22,1650,1740,2,3
0113-R,113,40,1956,2075,2,3
0113-R,113,9,2089,2113,2,3
0113-R,113,41,2243,2291,2,3
0113-R,113,33,2449,2493,2,3
0113-R,113,34,2628,2657,2,3
0113-R,113,1,2781,2847,2,3
0113-R,113,2,3006,3166,2,3
0113-R,113,44,3281,3379,2,3
0113-R,113,28,3597,3706,2,3
0113-R,113,36,3808,3851,2,3
0113-R,113,49,3971,4059,2,3
0113-R,113,8,4165,4268,2,3
0113-R,113,45,4440,4575,2,3
0113-R,113,3,4745,4983,2,3
0113-R,113,19,5075,5190,2,3
0113-R,113,35,5333,5422,2,3
0113-R,113,51,5613,5754,2,3
0113-R,113,4,5918,6017,2,3
0113-R,113,46,6209,6289,2,3
0114-M,114,48,185,316,2,2
0114-M,114,50,390,519,2,2
0114-M,114,47,698,850,2,2
0114-M,114,37,1009,1111,2,2
0114-M,114,10,1305,1515,2,2
0114-M,114,2,1718,1840,2,2
0114-M,114,9,2107,2141,2,2
0114-M,114,7,2341,2437,2,2
0114-M,114,11,2544,2595,2,2
0114-M,114,31,2793,2904,2,2
0114-M,114,5,3203,3274,2,2
0114-M,114,15,3394,3497,2,2
0114-M,114,6,3635,3786,2,2
0114-M,114,13,3850,3953,2,2
0114-M,114,32,4047,4175,2,2
0114-M,114,30,4342,4562,2,2
0114-M,114,51,4856,4976,2,2
0114-M,114,38,5174,5221,2,2
0114-M,114,20,5466,5562,2,2
0114-M,114,39,5680,5775,2,2
0114-M,114,29,5872,5922,2,2
0114-M,114,25,6050,6156,2,2
0114-M,114,42,6269,6400,2,2
0114-M,114,43,6460,6610,2,2
0114-R,114,48,182,326,2,3
0114-R,114,50,420,559,2,3
0114-R,114,47,726,892,2,3
0114-R,114,37,1048,1146,2,3
0114-R,114,10,1357,1560,2,3
0114-R,114,2,1791,1917,2,3
0114-R,114,9,2201,2235,2,3
0114-R,114,7,2440,2540,2,3
0114-R,114,11,2658,2701,2,3
0114-R,114,31,2910,3024,2,3
0114-R,114,5,3338,3412,2,3
0114-R,114,15,3485,3626,2,3
0114-R,114,6,3779,3878,2,3
0114-R,114,13,3990,4124,2,3
0114-R,114,32,4211,4348,2,3
0114-R,114,30,4511,4724,2,3
0114-R,114,51,5025,5145,2,3
0114-R,114,38,5341,5388,2,3
0114-R,114,20,5596,5740,2,3
0114-R,114,39,5866,5953,2,3
0114-R,114,29,6056,6102,2,3
0114-R,114,25,6177,6338,2,3
0114-R,114,42,6454,6562,2,3
0114-R,114,43,6641,6794,2,3
0115-M,115,12,191,288,2,2
0115-M,115,24,392,463,2,2
0115-M,115,18,596,625,2,2
0115-M,115,26,774,846,2,2
0115-M,115,27,971,1026,2,2
0115-M,115,21,1187,1249,2,2
0115-M,115,16,1359,1452,2,2
0115-M,115,14,1536,1613,2,2
0115-R,115,12,190,283,2,3
0115-R,115,24,399,471,2,3
0115-R,115,18,611,638,2,3
0115-R,115,26,796,866,2,3
0115-R,115,27,1000,1059,2,3
0115-R,115,21,1225,1287,2,3
0115-R,115,16,1399,1499,2,3
0115-R,115,14,1586,1685,2,3
0116-M,116,14,140,219,2,2
0116-M,116,21,338,400,2,2
0116-M,116,12,547,647,2,2
0116-M,116,16,781,881,2,2
0116-M,116,24,996,1081,2,2
0116-M,116,18,1208,1253,2,2
0116-M,116,26,1401,1468,2,2
0116-M,116,27,1570,1629,2,2
0116-R,116,14,142,227,2,3
0116-R,116,21,350,415,2,3
0116-R,116,12,512,675,2,3
0116-R,116,16,812,914,2,3
0116-R,116,24,1041,1126,2,3
0116-R,116,18,1259,1305,2,3
0116-R,116,26,1462,1528,2,3
0116-R,116,27,1639,1697,2,3
0117-M,117,1,120,183,2,2
0117-M,117,2,369,507,2,2
0117-M,117,50,647,811,2,2
0117-M,117,3,947,1163,2,2
0117-M,117,4,1303,1375,2,2
0117-M,117,8,1533,1657,2,2
0117-M,117,38,1820,1884,2,2
0117-M,117,23,2034,2199,2,2
0117-M,117,20,2352,2539,2,2
0117-M,117,29,2722,2794,2,2
0117-M,117,22,2990,3089,2,2
0117-M,117,40,3369,3486,2,2
0117-M,117,41,3658,3717,2,2
0117-M,117,10,3898,4197,2,2
0117-M,117,33,4341,4395,2,2
0117-M,117,34,4540,4566,2,2
0117-M,117,28,4775,4880,2,2
0117-M,117,9,5051,5093,2,2
0117-M,117,7,5278,5364,2,2
0117-M,117,11,5451,5485,2,2
0117-M,117,19,5700,5775,2,2
0117-M,117,47,5971,6127,2,2
0117-M,117,35,6245,6340,2,2
0117-R,117,1,123,188,2,3
0117-R,117,2,365,524,2,3
0117-R,117,50,647,841,2,3
0117-R,117,3,978,1228,2,3
0117-R,117,4,1348,1420,2,3
0117-R,117,8,1590,1717,2,3
0117-R,117,38,1888,1950,2,3
0117-R,117,23,2105,2271,2,3
0117-R,117,20,2433,2625,2,3
0117-R,117,29,2810,2888,2,3
0117-R,117,22,3040,3189,2,3
0117-R,117,40,3473,3594,2,3
0117-R,117,41,3768,3818,2,3
0117-R,117,10,4011,4311,2,3
0117-R,117,33,4460,4515,2,3
0117-R,117,34,4666,4687,2,3
0117-R,117,28,4904,5013,2,3
0117-R,117,9,5187,5221,2,3
0117-R,117,7,5412,5502,2,3
0117-R,117,11,5591,5625,2,3
0117-R,117,19,5830,5945,2,3
0117-R,117,47,6124,6288,2,3
0117-R,117,35,6404,6500,2,3
0118-M,118,30,198,477,2,2
0118-M,118,51,619,970,2,2
0118-M,118,38,1122,1210,2,2
0118-M,118,23,1357,1571,2,2
0118-M,118,20,1698,1983,2,2
0118-M,118,29,2118,2192,2,2
0118-M,118,25,2300,2517,2,2
0118-M,118,46,2694,2820,2,2
0118-M,118,42,2981,3128,2,2
0118-M,118,43,3292,3512,2,2
0118-M,118,44,3574,3787,2,2
0118-M,118,36,3836,3941,2,2
0118-M,118,49,4144,4240,2,2
0118-M,118,8,4461,4610,2,2
0118-M,118,45,4670,4882,2,2
0118-M,118,17,5670,5870,2,2
0118-M,118,15,5920,6028,2,2
0118-M,118,13,6051,6180,2,2
0118-M,118,6,6240,6306,2,2
0118-M,118,31,6370,6467,2,2
0118-M,118,5,6565,6643,2,2
0118-R,118,30,200,485,2,3
0118-R,118,51,631,987,2,3
0118-R,118,38,1148,1226,2,3
0118-R,118,23,1383,1600,2,3
0118-R,118,20,1710,2021,2,3
0118-R,118,29,2167,2223,2,3
0118-R,118,25,2300,2577,2,3
0118-R,118,46,2747,2870,2,3
0118-R,118,42,3018,3171,2,3
0118-R,118,43,3353,3573,2,3
0118-R,118,44,3637,3842,2,3
0118-R,118,36,3894,3977,2,3
0118-R,118,49,4212,4304,2,3
0118-R,118,8,4533,4683,2,3
0118-R,118,45,4748,5000,2,3
0118-R,118,17,5779,5969,2,3
0118-R,118,15,6000,6123,2,3
0118-R,118,13,6174,6291,2,3
0118-R,118,6,6332,6394,2,3
0118-R,118,31,6460,6555,2,3
0118-R,118,5,6655,6733,2,3
0119-M,119,4,103,218,2,2
0119-M,119,8,362,489,2,2
0119-M,119,4,642,746,2,2
0119-M,119,22,899,1007,2,2
0119-M,119,40,1195,1317,2,2
0119-M,119,41,1447,1525,2,2
0119-M,119,33,1674,1722,2,2
0119-M,119,34,1844,1869,2,2
0119-M,119,1,1988,2062,2,2
0119-M,119,2,2234,2384,2,2
0119-M,119,44,2576,2770,2,2
0119-M,119,28,2967,3068,2,2
0119-M,119,36,3205,3287,2,2
0119-M,119,45,3470,3624,2,2
0119-M,119,49,3691,3793,2,2
0119-M,119,8,4014,4148,2,2
0119-M,119,38,4329,4385,2,2
0119-M,119,23,4555,4694,2,2
0119-M,119,39,4784,4887,2,2
0119-M,119,29,5019,5080,2,2
0119-M,119,3,5263,5449,2,2
0119-M,119,19,5553,5675,2,2
0119-M,119,35,5784,5905,2,2
0119-R,119,4,109,224,2,3
0119-R,119,8,372,513,2,3
0119-R,119,4,670,776,2,3
0119-R,119,22,899,1041,2,3
0119-R,119,40,1246,1371,2,3
0119-R,119,41,1500,1573,2,3
0119-R,119,33,1739,1787,2,3
0119-R,119,34,1917,1943,2,3
0119-R,119,1,2061,2138,2,3
0119-R,119,2,2322,2473,2,3
0119-R,119,44,2675,2881,2,3
0119-R,119,35,3079,3183,2,3
0119-R,119,36,3329,3399,2,3
0119-R,119,45,3602,3763,2,3
0119-R,119,49,3826,3930,2,3
0119-R,119,8,4154,4293,2,3
0119-R,119,38,4478,4542,2,3
0119-R,119,23,4713,4859,2,3
0119-R,119,39,4951,5053,2,3
0119-R,119,29,5190,5251,2,3
0119-R,119,3,5438,5624,2,3
0119-R,119,19,5750,5870,2,3
0119-R,119,35,5971,6097,2,3
0120-M,120,48,124,282,2,2
0120-M,120,50,348,549,2,2
0120-M,120,47,713,922,2,2
0120-M,120,37,1083,1242,2,2
0120-M,120,10,1436,1728,2,2
0120-M,120,2,1879,2027,2,2
0120-M,120,50,2165,2391,2,2
0120-M,120,9,2579,2630,2,2
0120-M,120,7,2787,2910,2,2
0120-M,120,11,2967,3000,2,2
0120-M,120,17,3425,3566,2,2
0120-M,120,15,3625,3714,2,2
0120-M,120,5,3816,3909,2,2
0120-M,120,6,3988,4096,2,2
0120-M,120,13,4170,4317,2,2
0120-M,120,32,4422,4525,2,2
0120-M,120,30,4741,4978,2,2
0120-M,120,51,5161,5373,2,2
0120-M,120,38,5493,5567,2,2
0120-M,120,20,5714,5922,2,2
0120-M,120,39,5998,6089,2,2
0120-M,120,29,6216,6272,2,2
0120-M,120,25,6400,6514,2,2
0120-M,120,46,6632,6757,2,2
0120-M,120,42,6871,7021,2,2
0120-M,120,43,7083,7271,2,2
0120-R,120,48,124,291,2,3
0120-R,120,50,348,549,2,3
0120-R,120,47,744,961,2,3
0120-R,120,37,1130,1282,2,3
0120-R,120,10,1499,1795,2,3
0120-R,120,2,1955,2102,2,3
0120-R,120,50,2218,2477,2,3
0120-R,120,9,2686,2722,2,3
0120-R,120,7,2883,3005,2,3
0120-R,120,11,3069,3109,2,3
0120-R,120,17,3513,3691,2,3
0120-R,120,15,3760,3859,2,3
0120-R,120,5,3947,4046,2,3
0120-R,120,6,4117,4228,2,3
0120-R,120,13,4296,4467,2,3
0120-R,120,32,4561,4664,2,3
0120-R,120,30,4882,5099,2,3
0120-R,120,51,5304,5519,2,3
0120-R,120,38,5653,5717,2,3
0120-R,120,20,5860,6074,2,3
0120-R,120,39,6153,6242,2,3
0120-R,120,29,6379,6433,2,3
0120-R,120,25,6570,6685,2,3
0120-R,120,46,6806,6924,2,3
0120-R,120,42,7046,7183,2,3
0120-R,120,43,7241,7422,2,3
0121-M,121,1,71,128,2,2
0121-M,121,2,253,470,2,2
0121-M,121,50,490,680,1,2
0121-M,121,3,741,939,2,2
0121-M,121,4,947,1040,2,2
0121-M,121,8,1200,1374,2,2
0121-M,121,38,1481,1541,2,2
0121-M,121,23,1618,1727,2,2
0121-M,121,20,1925,2055,2,2
0121-M,121,29,2151,2221,2,2
0121-M,121,22,2330,2419,2,2
0121-M,121,40,2543,2649,2,2
0121-M,121,9,2773,2823,2,2
0121-M,121,10,3365,3656,2,2
0121-M,121,33,3875,3949,2,2
0121-M,121,34,4066,4089,2,2
0121-M,121,48,4190,4467,2,2
0121-M,121,28,4571,4688,2,2
0121-M,121,41,4866,4932,2,2
0121-M,121,7,5079,5153,2,2
0121-M,121,11,5275,5325,1,2
0121-M,121,19,5487,5577,2,2
0121-M,121,47,5739,5909,2,2
0121-M,121,37,5920,6082,2,2
0121-R,121,1,72,135,2,3
0121-R,121,2,259,483,2,3
0121-R,121,50,490,721,1,3
0121-R,121,3,766,966,2,3
0121-R,121,4,972,1065,2,3
0121-R,121,8,1224,1399,2,3
0121-R,121,38,1507,1570,2,3
0121-R,121,23,1650,1755,2,3
0121-R,121,20,1942,2095,2,3
0121-R,121,29,2192,2262,2,3
0121-R,121,22,2330,2459,2,3
0121-R,121,40,2596,2705,2,3
0121-R,121,9,2836,2874,2,3
0121-R,121,10,3431,3735,2,3
0121-R,121,33,3952,4028,2,3
0121-R,121,34,4154,4173,2,3
0121-R,121,48,4270,4560,2,3
0121-R,121,28,4657,4785,2,3
0121-R,121,41,4903,5040,2,3
0121-R,121,7,5190,5262,2,3
0121-R,121,11,5390,5421,1,3
0121-R,121,19,5549,5732,2,3
0121-R,121,47,5857,6031,2,3
0121-R,121,37,6045,6217,2,3
0122-M,122,30,189,497,2,2
0122-M,122,51,658,973,2,2
0122-M,122,38,1095,1151,2,2
0122-M,122,20,1290,1518,2,2
0122-M,122,39,1638,1800,2,2
0122-M,122,29,1911,2018,2,2
0122-M,122,25,2308,2493,2,2
0122-M,122,42,2690,2918,2,2
0122-M,122,43,3156,3590,1,2
0122-M,122,44,3590,3799,1,2
0122-M,122,46,3971,4160,2,2
0122-M,122,36,4284,4386,1,2
0122-M,122,49,4569,4689,2,2
0122-M,122,8,4850,5034,2,2
0122-M,122,45,5147,5472,2,2
0122-M,122,38,5545,5592,2,2
0122-M,122,23,5693,5810,2,2
0122-M,122,29,5922,6049,2,2
0122-M,122,31,6250,6384,1,2
0122-M,122,17,6480,6604,2,2
0122-M,122,15,6734,6807,2,2
0122-M,122,5,6939,7065,2,2
0122-M,122,6,7107,7202,2,2
0122-M,122,13,7217,7347,2,2
0122-M,122,32,7395,7482,2,2
0122-R,122,30,195,489,2,3
0122-R,122,51,663,982,2,3
0122-R,122,38,1105,1165,2,3
0122-R,122,20,1304,1548,2,3
0122-R,122,39,1662,1845,2,3
0122-R,122,29,1952,2065,2,3
0122-R,122,25,2308,2552,2,3
0122-R,122,42,2748,2983,2,3
0122-R,122,43,3230,3687,1,3
0122-R,122,44,3687,3884,1,3
0122-R,122,46,4071,4262,2,3
0122-R,122,36,4403,4630,1,3
0122-R,122,49,4692,4789,2,3
0122-R,122,8,4978,5173,2,3
0122-R,122,45,5288,5621,2,3
0122-R,122,38,5702,5750,2,3
0122-R,122,23,5893,5980,2,3
0122-R,122,29,6099,6222,2,3
0122-R,122,31,6434,6583,1,3
0122-R,122,17,6704,6817,2,3
0122-R,122,15,6931,7027,2,3
0122-R,122,5,7147,7278,2,3
0122-R,122,6,7324,7408,2,3
0122-R,122,13,7433,7567,2,3
0122-R,122,32,7622,7714,2,3
0123-M,123,4,91,182,2,2
0123-M,123,8,233,351,2,2
0123-M,123,4,409,482,2,2
0123-M,123,38,535,587,2,2
0123-M,123,23,602,774,2,2
0123-M,123,29,854,944,2,2
0123-M,123,4,990,1059,2,2
0123-M,123,22,1140,1220,2,2
0123-M,123,40,1373,1562,2,2
0123-M,123,9,1587,1658,2,2
0123-M,123,33,1789,1829,2,2
0123-M,123,34,1953,1972,2,2
0123-M,123,1,2104,2162,2,2
0123-M,123,2,2407,2611,2,2
0123-M,123,44,2710,2904,2,2
0123-M,123,28,3122,3245,2,2
0123-M,123,36,3428,3507,2,2
0123-M,123,49,3535,3750,2,2
0123-M,123,8,3971,4081,2,2
0123-M,123,45,4162,4331,2,2
0123-M,123,38,4444,4467,2,2
0123-M,123,23,4613,4930,2,2
0123-M,123,29,5003,5079,2,2
0123-M,123,3,5526,5784,2,2
0123-M,123,19,5850,5938,2,2
0123-M,123,35,6217,6310,2,2
0123-R,123,4,95,189,2,3
0123-R,123,8,243,365,2,3
0123-R,123,4,427,500,2,3
0123-R,123,38,541,604,2,3
0123-R,123,23,631,804,2,3
0123-R,123,29,874,982,2,3
0123-R,123,4,1023,1092,2,3
0123-R,123,22,1185,1268,2,3
0123-R,123,40,1417,1607,2,3
0123-R,123,9,1658,1704,2,3
0123-R,123,33,1838,1880,2,3
0123-R,123,34,2001,2024,2,3
0123-R,123,1,2163,2235,2,3
0123-R,123,2,2476,2684,2,3
0123-R,123,28,3196,3327,2,3
0123-R,123,36,3512,3593,2,3
0123-R,123,44,2776,2979,2,3
0123-R,123,49,3731,3835,2,3
0123-R,123,8,4007,4167,2,3
0123-R,123,38,4502,4544,2,3
0123-R,123,23,4701,5020,2,3
0123-R,123,29,5102,5172,2,3
0123-R,123,45,5269,5501,2,3
0123-R,123,3,5617,5852,2,3
0123-R,123,19,5935,6051,2,3
0123-R,123,35,6300,6399,2,3
0124-M,124,48,163,510,2,2
0124-M,124,50,524,715,2,2
0124-M,124,47,851,1043,2,2
0124-M,124,37,1125,1323,2,2
0124-M,124,2,1519,1858,2,2
0124-M,124,50,1910,2071,2,2
0124-M,124,41,2149,2214,2,2
0124-M,124,7,2312,2414,2,2
0124-M,124,11,2545,2568,1,2
0124-M,124,11,2783,2819,2,2
0124-M,124,31,3018,3156,2,2
0124-M,124,17,3200,3312,2,2
0124-M,124,15,3386,3469,2,2
0124-M,124,5,3510,3625,2,2
0124-M,124,6,3694,3795,2,2
0124-M,124,13,3934,4097,2,2
0124-M,124,32,4199,4304,2,2
0124-M,124,30,4399,4639,2,2
0124-M,124,51,4797,5014,2,2
0124-M,124,38,5191,5226,2,2
0124-M,124,23,5348,5555,2,2
0124-M,124,39,5641,5761,2,2
0124-M,124,29,5907,5988,2,2
0124-M,124,25,6075,6191,2,2
0124-M,124,46,6465,6555,2,2
0124-M,124,42,6705,6917,2,2
0124-M,124,43,6932,7095,2,2
0124-R,124,48,163,525,2,3
0124-R,124,50,565,747,2,3
0124-R,124,47,878,1072,2,3
0124-R,124,37,1164,1365,2,3
0124-R,124,2,1570,1918,2,3
0124-R,124,50,1976,2139,2,3
0124-R,124,41,2201,2271,2,3
0124-R,124,7,2370,2477,2,3
0124-R,124,11,2605,2632,1,3
0124-R,124,11,2855,2891,2,3
0124-R,124,31,3104,3240,2,3
0124-R,124,17,3288,3412,2,3
0124-R,124,15,3436,3549,2,3
0124-R,124,5,3602,3742,2,3
0124-R,124,6,3786,3889,2,3
0124-R,124,13,4031,4209,2,3
0124-R,124,32,4298,4409,2,3
